trip_id,arrival_time,departure_time,stop_id,stop_sequence
0_12_40,13:24:08,13:24:08,3182,15
0_12_40,13:28:17,13:28:17,2997,16
0_12_40,13:31:23,13:31:23,880,17
0_12_40,13:34:13,13:34:13,884,18
0_12_40,13:37:45,13:37:45,2872,19
0_12_40,13:39:35,13:39:35,746,20
0_12_40,13:42:30,13:42:30,1317,21
0_12_40,13:44:20,13:44:20,2570,22
0_12_40,13:46:13,13:46:13,2817,23
0_12_40,13:47:59,13:47:59,678,24
0_12_40,13:49:20,13:49:20,650,25
0_12_40,13:54:11,13:54:11,533,26
0_12_40,13:58:37,13:58:37,2932,27
0_12_40,13:59:33,13:59:33,1984,28
0_12_40,14:01:05,14:01:05,3207,29
0_12_40,14:02:18,14:02:18,466,30
0_12_40,14:02:58,14:02:58,319,31
0_12_40,14:05:16,14:05:16,2609,32
0_12_40,14:07:11,14:07:11,1531,33
0_12_40,14:08:55,14:08:55,2732,34
0_12_40,14:10:51,14:10:51,166,35
0_12_40,14:11:32,14:11:32,1368,36
0_12_40,14:15:13,14:15:13,2573,37
0_12_40,14:17:10,14:17:10,422,38
0_12_40,14:18:55,14:18:55,2837,39
0_12_40,14:20:10,14:20:10,47,40
0_12_40,14:20:49,14:20:49,1886,41
0_12_40,14:22:45,14:22:45,952,42
0_12_40,14:25:36,14:25:36,2968,43
0_12_50,12:50:00,12:50:00,2101,0
0_12_50,12:51:52,12:51:52,909,1
0_12_50,12:54:17,12:54:17,2790,2
0_12_50,12:56:02,12:56:02,236,3
0_12_50,12:58:47,12:58:47,2855,4
0_12_50,13:01:32,13:01:32,707,5
0_12_50,13:04:49,13:04:49,570,6
0_12_50,13:06:22,13:06:22,4393,7
0_12_50,13:09:54,13:09:54,2319,8
0_12_50,13:16:25,13:16:25,2669,9
0_12_50,13:19:29,13:19:29,2822,10
0_12_50,13:22:53,13:22:53,1358,11
0_12_50,13:26:01,13:26:01,676,12
0_12_50,13:28:04,13:28:04,1703,13
0_12_50,13:30:15,13:30:15,3331,14
0_12_50,13:34:08,13:34:08,3182,15
0_12_50,13:38:17,13:38:17,2997,16
0_12_50,13:41:23,13:41:23,880,17
0_12_50,13:44:13,13:44:13,884,18
0_12_50,13:47:45,13:47:45,2872,19
0_12_50,13:49:35,13:49:35,746,20
0_12_50,13:52:30,13:52:30,1317,21
0_12_50,13:54:20,13:54:20,2570,22
0_12_50,13:56:13,13:56:13,2817,23
0_12_50,13:57:59,13:57:59,678,24
0_12_50,13:59:20,13:59:20,650,25
0_12_50,14:04:11,14:04:11,533,26
0_12_50,14:08:37,14:08:37,2932,27
0_12_50,14:09:33,14:09:33,1984,28
0_12_50,14:11:05,14:11:05,3207,29
0_12_50,14:12:18,14:12:18,466,30
0_12_50,14:12:58,14:12:58,319,31
0_12_50,14:15:16,14:15:16,2609,32
0_12_50,14:17:11,14:17:11,1531,33
0_12_50,14:18:55,14:18:55,2732,34
0_12_50,14:20:51,14:20:51,166,35
0_12_50,14:21:32,14:21:32,1368,36
0_12_50,14:25:13,14:25:13,2573,37
0_12_50,14:27:10,14:27:10,422,38
0_12_50,14:28:55,14:28:55,2837,39
0_12_50,14:30:10,14:30:10,47,40
0_12_50,14:30:49,14:30:49,1886,41
0_12_50,14:32:45,14:32:45,952,42
0_12_50,14:35:36,14:35:36,2968,43
0_13_0,13:00:00,13:00:00,2101,0
0_13_0,13:01:52,13:01:52,909,1
0_13_0,13:04:17,13:04:17,2790,2
0_13_0,13:06:02,13:06:02,236,3
0_13_0,13:08:47,13:08:47,2855,4
0_13_0,13:11:32,13:11:32,707,5
0_13_0,13:14:49,13:14:49,570,6
0_13_0,13:16:22,13:16:22,4393,7
0_13_0,13:19:54,13:19:54,2319,8
0_13_0,13:26:25,13:26:25,2669,9
0_13_0,13:29:29,13:29:29,2822,10
0_13_0,13:32:53,13:32:53,1358,11
0_13_0,13:36:01,13:36:01,676,12
0_13_0,13:38:04,13:38:04,1703,13
0_13_0,13:40:15,13:40:15,3331,14
0_13_0,13:44:08,13:44:08,3182,15
0_13_0,13:48:17,13:48:17,2997,16
0_13_0,13:51:23,13:51:23,880,17
0_13_0,13:54:13,13:54:13,884,18
0_13_0,13:57:45,13:57:45,2872,19
0_13_0,13:59:35,13:59:35,746,20
0_13_0,14:02:30,14:02:30,1317,21
0_13_0,14:04:20,14:04:20,2570,22
0_13_0,14:06:13,14:06:13,2817,23
0_13_0,14:07:59,14:07:59,678,24
0_13_0,14:09:20,14:09:20,650,25
0_13_0,14:14:11,14:14:11,533,26
0_13_0,14:18:37,14:18:37,2932,27
0_13_0,14:19:33,14:19:33,1984,28
0_13_0,14:21:05,14:21:05,3207,29
0_13_0,14:22:18,14:22:18,466,30
0_13_0,14:22:58,14:22:58,319,31
0_13_0,14:25:16,14:25:16,2609,32
0_13_0,14:27:11,14:27:11,1531,33
0_13_0,14:28:55,14:28:55,2732,34
0_13_0,14:30:51,14:30:51,166,35
0_13_0,14:31:32,14:31:32,1368,36
0_13_0,14:35:13,14:35:13,2573,37
0_13_0,14:37:10,14:37:10,422,38
0_13_0,14:38:55,14:38:55,2837,39
0_13_0,14:40:10,14:40:10,47,40
0_13_0,14:40:49,14:40:49,1886,41
0_13_0,14:42:45,14:42:45,952,42
0_13_0,14:45:36,14:45:36,2968,43
0_13_20,13:20:00,13:20:00,2101,0
0_13_20,13:21:52,13:21:52,909,1
0_13_20,13:24:17,13:24:17,2790,2
0_13_20,13:26:02,13:26:02,236,3
0_13_20,13:28:47,13:28:47,2855,4
0_13_20,13:31:32,13:31:32,707,5
0_13_20,13:34:49,13:34:49,570,6
0_13_20,13:36:22,13:36:22,4393,7
0_13_20,13:39:54,13:39:54,2319,8
0_13_20,13:46:25,13:46:25,2669,9
0_13_20,13:49:29,13:49:29,2822,10
0_13_20,13:52:53,13:52:53,1358,11
0_13_20,13:56:01,13:56:01,676,12
0_13_20,13:58:04,13:58:04,1703,13
0_13_20,14:00:15,14:00:15,3331,14
0_13_20,14:04:08,14:04:08,3182,15
0_13_20,14:08:17,14:08:17,2997,16
0_13_20,14:11:23,14:11:23,880,17
0_13_20,14:14:13,14:14:13,884,18
0_13_20,14:17:45,14:17:45,2872,19
0_13_20,14:19:35,14:19:35,746,20
0_13_20,14:22:30,14:22:30,1317,21
0_13_20,14:24:20,14:24:20,2570,22
0_13_20,14:26:13,14:26:13,2817,23
0_13_20,14:27:59,14:27:59,678,24
0_13_20,14:29:20,14:29:20,650,25
0_13_20,14:34:11,14:34:11,533,26
0_13_20,14:38:37,14:38:37,2932,27
0_13_20,14:39:33,14:39:33,1984,28
0_13_20,14:41:05,14:41:05,3207,29
0_13_20,14:42:18,14:42:18,466,30
0_13_20,14:42:58,14:42:58,319,31
0_13_20,14:45:16,14:45:16,2609,32
0_13_20,14:47:11,14:47:11,1531,33
0_13_20,14:48:55,14:48:55,2732,34
0_13_20,14:50:51,14:50:51,166,35
0_13_20,14:51:32,14:51:32,1368,36
0_13_20,14:55:13,14:55:13,2573,37
0_13_20,14:57:10,14:57:10,422,38
0_13_20,14:58:55,14:58:55,2837,39
0_13_20,15:00:10,15:00:10,47,40
0_13_20,15:00:49,15:00:49,1886,41
0_13_20,15:02:45,15:02:45,952,42
0_13_20,15:05:36,15:05:36,2968,43
0_13_30,13:30:00,13:30:00,2101,0
0_13_30,13:31:52,13:31:52,909,1
0_13_30,13:34:17,13:34:17,2790,2
0_13_30,13:36:02,13:36:02,236,3
0_13_30,13:38:47,13:38:47,2855,4
0_13_30,13:41:32,13:41:32,707,5
0_13_30,13:44:49,13:44:49,570,6
0_13_30,13:46:22,13:46:22,4393,7
0_13_30,13:49:54,13:49:54,2319,8
0_13_30,13:56:25,13:56:25,2669,9
0_13_30,13:59:29,13:59:29,2822,10
0_13_30,14:02:53,14:02:53,1358,11
0_13_30,14:06:01,14:06:01,676,12
0_13_30,14:08:04,14:08:04,1703,13
0_13_30,14:10:15,14:10:15,3331,14
0_13_30,14:14:08,14:14:08,3182,15
0_13_30,14:18:17,14:18:17,2997,16
0_13_30,14:21:23,14:21:23,880,17
0_13_30,14:24:13,14:24:13,884,18
0_13_30,14:27:45,14:27:45,2872,19
0_13_30,14:29:35,14:29:35,746,20
0_13_30,14:32:30,14:32:30,1317,21
0_13_30,14:34:20,14:34:20,2570,22
0_13_30,14:36:13,14:36:13,2817,23
0_13_30,14:37:59,14:37:59,678,24
0_13_30,14:39:20,14:39:20,650,25
0_13_30,14:44:11,14:44:11,533,26
0_13_30,14:48:37,14:48:37,2932,27
0_13_30,14:49:33,14:49:33,1984,28
0_13_30,14:51:05,14:51:05,3207,29
0_13_30,14:52:18,14:52:18,466,30
0_13_30,14:52:58,14:52:58,319,31
0_13_30,14:55:16,14:55:16,2609,32
0_13_30,14:57:11,14:57:11,1531,33
0_13_30,14:58:55,14:58:55,2732,34
0_13_30,15:00:51,15:00:51,166,35
0_13_30,15:01:32,15:01:32,1368,36
0_13_30,15:05:13,15:05:13,2573,37
0_13_30,15:07:10,15:07:10,422,38
0_13_30,15:08:55,15:08:55,2837,39
0_13_30,15:10:10,15:10:10,47,40
0_13_30,15:10:49,15:10:49,1886,41
0_13_30,15:12:45,15:12:45,952,42
0_13_30,15:15:36,15:15:36,2968,43
0_13_40,13:40:00,13:40:00,2101,0
0_13_40,13:41:52,13:41:52,909,1
0_13_40,13:44:17,13:44:17,2790,2
0_13_40,13:46:02,13:46:02,236,3
0_13_40,13:48:47,13:48:47,2855,4
0_13_40,13:51:32,13:51:32,707,5
0_13_40,13:54:49,13:54:49,570,6
0_13_40,13:56:22,13:56:22,4393,7
0_13_40,13:59:54,13:59:54,2319,8
0_13_40,14:06:25,14:06:25,2669,9
0_13_40,14:09:29,14:09:29,2822,10
0_13_40,14:12:53,14:12:53,1358,11
0_13_40,14:16:01,14:16:01,676,12
0_13_40,14:18:04,14:18:04,1703,13
0_13_40,14:20:15,14:20:15,3331,14
0_13_40,14:24:08,14:24:08,3182,15
0_13_40,14:28:17,14:28:17,2997,16
0_13_40,14:31:23,14:31:23,880,17
0_13_40,14:34:13,14:34:13,884,18
0_13_40,14:37:45,14:37:45,2872,19
0_13_40,14:39:35,14:39:35,746,20
0_13_40,14:42:30,14:42:30,1317,21
0_13_40,14:44:20,14:44:20,2570,22
0_13_40,14:46:13,14:46:13,2817,23
0_13_40,14:47:59,14:47:59,678,24
0_13_40,14:49:20,14:49:20,650,25
0_13_40,14:54:11,14:54:11,533,26
0_13_40,14:58:37,14:58:37,2932,27
0_13_40,14:59:33,14:59:33,1984,28
0_13_40,15:01:05,15:01:05,3207,29
0_13_40,15:02:18,15:02:18,466,30
0_13_40,15:02:58,15:02:58,319,31
0_13_40,15:05:16,15:05:16,2609,32
0_13_40,15:07:11,15:07:11,1531,33
0_13_40,15:08:55,15:08:55,2732,34
0_13_40,15:10:51,15:10:51,166,35
0_13_40,15:11:32,15:11:32,1368,36
0_13_40,15:15:13,15:15:13,2573,37
0_13_40,15:17:10,15:17:10,422,38
0_13_40,15:18:55,15:18:55,2837,39
0_13_40,15:20:10,15:20:10,47,40
0_13_40,15:20:49,15:20:49,1886,41
0_13_40,15:22:45,15:22:45,952,42
0_13_40,15:25:36,15:25:36,2968,43
0_13_50,13:50:00,13:50:00,2101,0
0_13_50,13:51:52,13:51:52,909,1
0_13_50,13:54:17,13:54:17,2790,2
0_13_50,13:56:02,13:56:02,236,3
0_13_50,13:58:47,13:58:47,2855,4
0_13_50,14:01:32,14:01:32,707,5
0_13_50,14:04:49,14:04:49,570,6
0_13_50,14:06:22,14:06:22,4393,7
0_13_50,14:09:54,14:09:54,2319,8
0_13_50,14:16:25,14:16:25,2669,9
0_13_50,14:19:29,14:19:29,2822,10
0_13_50,14:22:53,14:22:53,1358,11
0_13_50,14:26:01,14:26:01,676,12
0_13_50,14:28:04,14:28:04,1703,13
0_13_50,14:30:15,14:30:15,3331,14
0_13_50,14:34:08,14:34:08,3182,15
0_13_50,14:38:17,14:38:17,2997,16
0_13_50,14:41:23,14:41:23,880,17
0_13_50,14:44:13,14:44:13,884,18
0_13_50,14:47:45,14:47:45,2872,19
0_13_50,14:49:35,14:49:35,746,20
0_13_50,14:52:30,14:52:30,1317,21
0_13_50,14:54:20,14:54:20,2570,22
0_13_50,14:56:13,14:56:13,2817,23
0_13_50,14:57:59,14:57:59,678,24
0_13_50,14:59:20,14:59:20,650,25
0_13_50,15:04:11,15:04:11,533,26
0_13_50,15:08:37,15:08:37,2932,27
0_13_50,15:09:33,15:09:33,1984,28
0_13_50,15:11:05,15:11:05,3207,29
0_13_50,15:12:18,15:12:18,466,30
0_13_50,15:12:58,15:12:58,319,31
0_13_50,15:15:16,15:15:16,2609,32
0_13_50,15:17:11,15:17:11,1531,33
0_13_50,15:18:55,15:18:55,2732,34
0_13_50,15:20:51,15:20:51,166,35
0_13_50,15:21:32,15:21:32,1368,36
0_13_50,15:25:13,15:25:13,2573,37
0_13_50,15:27:10,15:27:10,422,38
0_13_50,15:28:55,15:28:55,2837,39
0_13_50,15:30:10,15:30:10,47,40
0_13_50,15:30:49,15:30:49,1886,41
0_13_50,15:32:45,15:32:45,952,42
0_13_50,15:35:36,15:35:36,2968,43
0_14_0,14:00:00,14:00:00,2101,0
0_14_0,14:01:52,14:01:52,909,1
0_14_0,14:04:17,14:04:17,2790,2
0_14_0,14:06:02,14:06:02,236,3
0_14_0,14:08:47,14:08:47,2855,4
0_14_0,14:11:32,14:11:32,707,5
0_14_0,14:14:49,14:14:49,570,6
0_14_0,14:16:22,14:16:22,4393,7
0_14_0,14:19:54,14:19:54,2319,8
0_14_0,14:26:25,14:26:25,2669,9
0_14_0,14:29:29,14:29:29,2822,10
0_14_0,14:32:53,14:32:53,1358,11
0_14_0,14:36:01,14:36:01,676,12
0_14_0,14:38:04,14:38:04,1703,13
0_14_0,14:40:15,14:40:15,3331,14
0_14_0,14:44:08,14:44:08,3182,15
0_14_0,14:48:17,14:48:17,2997,16
0_14_0,14:51:23,14:51:23,880,17
0_14_0,14:54:13,14:54:13,884,18
0_14_0,14:57:45,14:57:45,2872,19
0_14_0,14:59:35,14:59:35,746,20
0_14_0,15:02:30,15:02:30,1317,21
0_14_0,15:04:20,15:04:20,2570,22
0_14_0,15:06:13,15:06:13,2817,23
0_14_0,15:07:59,15:07:59,678,24
0_14_0,15:09:20,15:09:20,650,25
0_14_0,15:14:11,15:14:11,533,26
0_14_0,15:18:37,15:18:37,2932,27
0_14_0,15:19:33,15:19:33,1984,28
0_14_0,15:21:05,15:21:05,3207,29
0_14_0,15:22:18,15:22:18,466,30
0_14_0,15:22:58,15:22:58,319,31
0_14_0,15:25:16,15:25:16,2609,32
0_14_0,15:27:11,15:27:11,1531,33
0_14_0,15:28:55,15:28:55,2732,34
0_14_0,15:30:51,15:30:51,166,35
0_14_0,15:31:32,15:31:32,1368,36
0_14_0,15:35:13,15:35:13,2573,37
0_14_0,15:37:10,15:37:10,422,38
0_14_0,15:38:55,15:38:55,2837,39
0_14_0,15:40:10,15:40:10,47,40
0_14_0,15:40:49,15:40:49,1886,41
0_14_0,15:42:45,15:42:45,952,42
0_14_0,15:45:36,15:45:36,2968,43
0_14_10,14:10:00,14:10:00,2101,0
0_14_10,14:11:52,14:11:52,909,1
0_14_10,14:14:17,14:14:17,2790,2
0_14_10,14:16:02,14:16:02,236,3
0_14_10,14:18:47,14:18:47,2855,4
0_14_10,14:21:32,14:21:32,707,5
0_14_10,14:24:49,14:24:49,570,6
0_14_10,14:26:22,14:26:22,4393,7
0_14_10,14:29:54,14:29:54,2319,8
0_14_10,14:36:25,14:36:25,2669,9
0_14_10,14:39:29,14:39:29,2822,10
0_14_10,14:42:53,14:42:53,1358,11
0_14_10,14:46:01,14:46:01,676,12
0_14_10,14:48:04,14:48:04,1703,13
0_14_10,14:50:15,14:50:15,3331,14
0_14_10,14:54:08,14:54:08,3182,15
0_14_10,14:58:17,14:58:17,2997,16
0_14_10,15:01:23,15:01:23,880,17
0_14_10,15:04:13,15:04:13,884,18
0_14_10,15:07:45,15:07:45,2872,19
0_14_10,15:09:35,15:09:35,746,20
0_14_10,15:12:30,15:12:30,1317,21
0_14_10,15:14:20,15:14:20,2570,22
0_14_10,15:16:13,15:16:13,2817,23
0_14_10,15:17:59,15:17:59,678,24
0_14_10,15:19:20,15:19:20,650,25
0_14_10,15:24:11,15:24:11,533,26
0_14_10,15:28:37,15:28:37,2932,27
0_14_10,15:29:33,15:29:33,1984,28
0_14_10,15:31:05,15:31:05,3207,29
0_14_10,15:32:18,15:32:18,466,30
0_14_10,15:32:58,15:32:58,319,31
0_14_10,15:35:16,15:35:16,2609,32
0_14_10,15:37:11,15:37:11,1531,33
0_14_10,15:38:55,15:38:55,2732,34
0_14_10,15:40:51,15:40:51,166,35
0_14_10,15:41:32,15:41:32,1368,36
0_14_10,15:45:13,15:45:13,2573,37
0_14_10,15:47:10,15:47:10,422,38
0_14_10,15:48:55,15:48:55,2837,39
0_14_10,15:50:10,15:50:10,47,40
0_14_10,15:50:49,15:50:49,1886,41
0_14_10,15:52:45,15:52:45,952,42
0_14_10,15:55:36,15:55:36,2968,43
0_14_20,14:20:00,14:20:00,2101,0
0_14_20,14:21:52,14:21:52,909,1
0_14_20,14:24:17,14:24:17,2790,2
0_14_20,14:26:02,14:26:02,236,3
0_14_20,14:28:47,14:28:47,2855,4
0_14_20,14:31:32,14:31:32,707,5
0_14_20,14:34:49,14:34:49,570,6
0_14_20,14:36:22,14:36:22,4393,7
0_14_20,14:39:54,14:39:54,2319,8
0_14_20,14:46:25,14:46:25,2669,9
0_14_20,14:49:29,14:49:29,2822,10
0_14_20,14:52:53,14:52:53,1358,11
0_14_20,14:56:01,14:56:01,676,12
0_14_20,14:58:04,14:58:04,1703,13
0_14_20,15:00:15,15:00:15,3331,14
0_14_20,15:04:08,15:04:08,3182,15
0_14_20,15:08:17,15:08:17,2997,16
0_14_20,15:11:23,15:11:23,880,17
0_14_20,15:14:13,15:14:13,884,18
0_14_20,15:17:45,15:17:45,2872,19
0_14_20,15:19:35,15:19:35,746,20
0_14_20,15:22:30,15:22:30,1317,21
0_14_20,15:24:20,15:24:20,2570,22
0_14_20,15:26:13,15:26:13,2817,23
0_14_20,15:27:59,15:27:59,678,24
0_14_20,15:29:20,15:29:20,650,25
0_14_20,15:34:11,15:34:11,533,26
0_14_20,15:38:37,15:38:37,2932,27
0_14_20,15:39:33,15:39:33,1984,28
0_14_20,15:41:05,15:41:05,3207,29
0_14_20,15:42:18,15:42:18,466,30
0_14_20,15:42:58,15:42:58,319,31
0_14_20,15:45:16,15:45:16,2609,32
0_14_20,15:47:11,15:47:11,1531,33
0_14_20,15:48:55,15:48:55,2732,34
0_14_20,15:50:51,15:50:51,166,35
0_14_20,15:51:32,15:51:32,1368,36
0_14_20,15:55:13,15:55:13,2573,37
0_14_20,15:57:10,15:57:10,422,38
0_14_20,15:58:55,15:58:55,2837,39
0_14_20,16:00:10,16:00:10,47,40
0_14_20,16:00:49,16:00:49,1886,41
0_14_20,16:02:45,16:02:45,952,42
0_14_20,16:05:36,16:05:36,2968,43
0_14_30,14:30:00,14:30:00,2101,0
0_14_30,14:31:52,14:31:52,909,1
0_14_30,14:34:17,14:34:17,2790,2
0_14_30,14:36:02,14:36:02,236,3
0_14_30,14:38:47,14:38:47,2855,4
0_14_30,14:41:32,14:41:32,707,5
0_14_30,14:44:49,14:44:49,570,6
0_14_30,14:46:22,14:46:22,4393,7
0_14_30,14:49:54,14:49:54,2319,8
0_14_30,14:56:25,14:56:25,2669,9
0_14_30,14:59:29,14:59:29,2822,10
0_14_30,15:02:53,15:02:53,1358,11
0_14_30,15:06:01,15:06:01,676,12
0_14_30,15:08:04,15:08:04,1703,13
0_14_30,15:10:15,15:10:15,3331,14
0_14_30,15:14:08,15:14:08,3182,15
0_14_30,15:18:17,15:18:17,2997,16
0_14_30,15:21:23,15:21:23,880,17
0_14_30,15:24:13,15:24:13,884,18
0_14_30,15:27:45,15:27:45,2872,19
0_14_30,15:29:35,15:29:35,746,20
0_14_30,15:32:30,15:32:30,1317,21
0_14_30,15:34:20,15:34:20,2570,22
0_14_30,15:36:13,15:36:13,2817,23
0_14_30,15:37:59,15:37:59,678,24
0_14_30,15:39:20,15:39:20,650,25
0_14_30,15:44:11,15:44:11,533,26
0_14_30,15:48:37,15:48:37,2932,27
0_14_30,15:49:33,15:49:33,1984,28
0_14_30,15:51:05,15:51:05,3207,29
0_14_30,15:52:18,15:52:18,466,30
0_14_30,15:52:58,15:52:58,319,31
0_14_30,15:55:16,15:55:16,2609,32
0_14_30,15:57:11,15:57:11,1531,33
0_14_30,15:58:55,15:58:55,2732,34
0_14_30,16:00:51,16:00:51,166,35
0_14_30,16:01:32,16:01:32,1368,36
0_14_30,16:05:13,16:05:13,2573,37
0_14_30,16:07:10,16:07:10,422,38
0_14_30,16:08:55,16:08:55,2837,39
0_14_30,16:10:10,16:10:10,47,40
0_14_30,16:10:49,16:10:49,1886,41
0_14_30,16:12:45,16:12:45,952,42
0_14_30,16:15:36,16:15:36,2968,43
0_14_40,14:40:00,14:40:00,2101,0
0_14_40,14:41:52,14:41:52,909,1
0_14_40,14:44:17,14:44:17,2790,2
0_14_40,14:46:02,14:46:02,236,3
0_14_40,14:48:47,14:48:47,2855,4
0_14_40,14:51:32,14:51:32,707,5
0_14_40,14:54:49,14:54:49,570,6
0_14_40,14:56:22,14:56:22,4393,7
0_14_40,14:59:54,14:59:54,2319,8
0_14_40,15:06:25,15:06:25,2669,9
0_14_40,15:09:29,15:09:29,2822,10
0_14_40,15:12:53,15:12:53,1358,11
0_14_40,15:16:01,15:16:01,676,12
0_14_40,15:18:04,15:18:04,1703,13
0_14_40,15:20:15,15:20:15,3331,14
0_14_40,15:24:08,15:24:08,3182,15
0_14_40,15:28:17,15:28:17,2997,16
0_14_40,15:31:23,15:31:23,880,17
0_14_40,15:34:13,15:34:13,884,18
0_14_40,15:37:45,15:37:45,2872,19
0_14_40,15:39:35,15:39:35,746,20
0_14_40,15:42:30,15:42:30,1317,21
0_14_40,15:44:20,15:44:20,2570,22
0_14_40,15:46:13,15:46:13,2817,23
0_14_40,15:47:59,15:47:59,678,24
0_14_40,15:49:20,15:49:20,650,25
0_14_40,15:54:11,15:54:11,533,26
0_14_40,15:58:37,15:58:37,2932,27
0_14_40,15:59:33,15:59:33,1984,28
0_14_40,16:01:05,16:01:05,3207,29
0_14_40,16:02:18,16:02:18,466,30
0_14_40,16:02:58,16:02:58,319,31
0_14_40,16:05:16,16:05:16,2609,32
0_14_40,16:07:11,16:07:11,1531,33
0_14_40,16:08:55,16:08:55,2732,34
0_14_40,16:10:51,16:10:51,166,35
0_14_40,16:11:32,16:11:32,1368,36
0_14_40,16:15:13,16:15:13,2573,37
0_14_40,16:17:10,16:17:10,422,38
0_14_40,16:18:55,16:18:55,2837,39
0_14_40,16:20:10,16:20:10,47,40
0_14_40,16:20:49,16:20:49,1886,41
0_14_40,16:22:45,16:22:45,952,42
0_14_40,16:25:36,16:25:36,2968,43
0_14_50,14:50:00,14:50:00,2101,0
0_14_50,14:51:52,14:51:52,909,1
0_14_50,14:54:17,14:54:17,2790,2
0_14_50,14:56:02,14:56:02,236,3
0_14_50,14:58:47,14:58:47,2855,4
0_14_50,15:01:32,15:01:32,707,5
0_14_50,15:04:49,15:04:49,570,6
0_14_50,15:06:22,15:06:22,4393,7
0_14_50,15:09:54,15:09:54,2319,8
0_14_50,15:16:25,15:16:25,2669,9
0_14_50,15:19:29,15:19:29,2822,10
0_14_50,15:22:53,15:22:53,1358,11
0_14_50,15:26:01,15:26:01,676,12
0_14_50,15:28:04,15:28:04,1703,13
0_14_50,15:30:15,15:30:15,3331,14
0_14_50,15:34:08,15:34:08,3182,15
0_14_50,15:38:17,15:38:17,2997,16
0_14_50,15:41:23,15:41:23,880,17
0_14_50,15:44:13,15:44:13,884,18
0_14_50,15:47:45,15:47:45,2872,19
0_14_50,15:49:35,15:49:35,746,20
0_14_50,15:52:30,15:52:30,1317,21
0_14_50,15:54:20,15:54:20,2570,22
0_14_50,15:56:13,15:56:13,2817,23
0_14_50,15:57:59,15:57:59,678,24
0_14_50,15:59:20,15:59:20,650,25
0_14_50,16:04:11,16:04:11,533,26
0_14_50,16:08:37,16:08:37,2932,27
0_14_50,16:09:33,16:09:33,1984,28
0_14_50,16:11:05,16:11:05,3207,29
0_14_50,16:12:18,16:12:18,466,30
0_14_50,16:12:58,16:12:58,319,31
0_14_50,16:15:16,16:15:16,2609,32
0_14_50,16:17:11,16:17:11,1531,33
0_14_50,16:18:55,16:18:55,2732,34
0_14_50,16:20:51,16:20:51,166,35
0_14_50,16:21:32,16:21:32,1368,36
0_14_50,16:25:13,16:25:13,2573,37
0_14_50,16:27:10,16:27:10,422,38
0_14_50,16:28:55,16:28:55,2837,39
0_14_50,16:30:10,16:30:10,47,40
0_14_50,16:30:49,16:30:49,1886,41
0_14_50,16:32:45,16:32:45,952,42
0_14_50,16:35:36,16:35:36,2968,43
0_15_0,15:00:00,15:00:00,2101,0
0_15_0,15:01:52,15:01:52,909,1
0_15_0,15:04:17,15:04:17,2790,2
0_15_0,15:06:02,15:06:02,236,3
0_15_0,15:08:47,15:08:47,2855,4
0_15_0,15:11:32,15:11:32,707,5
0_15_0,15:14:49,15:14:49,570,6
0_15_0,15:16:22,15:16:22,4393,7
0_15_0,15:19:54,15:19:54,2319,8
0_15_0,15:26:25,15:26:25,2669,9
0_15_0,15:29:29,15:29:29,2822,10
0_15_0,15:32:53,15:32:53,1358,11
0_15_0,15:36:01,15:36:01,676,12
0_15_0,15:38:04,15:38:04,1703,13
0_15_0,15:40:15,15:40:15,3331,14
0_15_0,15:44:08,15:44:08,3182,15
0_15_0,15:48:17,15:48:17,2997,16
0_15_0,15:51:23,15:51:23,880,17
0_15_0,15:54:13,15:54:13,884,18
0_15_0,15:57:45,15:57:45,2872,19
0_15_0,15:59:35,15:59:35,746,20
0_15_0,16:02:30,16:02:30,1317,21
0_15_0,16:04:20,16:04:20,2570,22
0_15_0,16:06:13,16:06:13,2817,23
0_15_0,16:07:59,16:07:59,678,24
0_15_0,16:09:20,16:09:20,650,25
0_15_0,16:14:11,16:14:11,533,26
0_15_0,16:18:37,16:18:37,2932,27
0_15_0,16:19:33,16:19:33,1984,28
0_15_0,16:21:05,16:21:05,3207,29
0_15_0,16:22:18,16:22:18,466,30
0_15_0,16:22:58,16:22:58,319,31
0_15_0,16:25:16,16:25:16,2609,32
0_15_0,16:27:11,16:27:11,1531,33
0_15_0,16:28:55,16:28:55,2732,34
0_15_0,16:30:51,16:30:51,166,35
0_15_0,16:31:32,16:31:32,1368,36
0_15_0,16:35:13,16:35:13,2573,37
0_15_0,16:37:10,16:37:10,422,38
0_15_0,16:38:55,16:38:55,2837,39
0_15_0,16:40:10,16:40:10,47,40
0_15_0,16:40:49,16:40:49,1886,41
0_15_0,16:42:45,16:42:45,952,42
0_15_0,16:45:36,16:45:36,2968,43
0_15_10,15:10:00,15:10:00,2101,0
0_15_10,15:11:52,15:11:52,909,1
0_15_10,15:14:17,15:14:17,2790,2
0_15_10,15:16:02,15:16:02,236,3
0_15_10,15:18:47,15:18:47,2855,4
0_15_10,15:21:32,15:21:32,707,5
0_15_10,15:24:49,15:24:49,570,6
0_15_10,15:26:22,15:26:22,4393,7
0_15_10,15:29:54,15:29:54,2319,8
0_15_10,15:36:25,15:36:25,2669,9
0_15_10,15:39:29,15:39:29,2822,10
0_15_10,15:42:53,15:42:53,1358,11
0_15_10,15:46:01,15:46:01,676,12
0_15_10,15:48:04,15:48:04,1703,13
0_15_10,15:50:15,15:50:15,3331,14
0_15_10,15:54:08,15:54:08,3182,15
